TSNE1,TSNE2,Segmentation_ref
48.19755,-14.2724,B
4.3506126,-43.841595,B
32.902283,0.23902643,D
13.500775,27.477695,B
16.035763,12.502914,D
37.400547,-10.994864,A
10.638348,28.235075,A
44.762745,29.813276,D
53.21446,-2.995487,C
20.250393,-35.607677,C
-57.322292,7.2109475,A
-36.543694,16.188072,D
15.215045,-40.70603,D
-51.626297,13.71161,A
48.86794,-13.2337,D
2.4090834,36.35726,B
42.357136,-13.157646,D
-6.2649493,-32.08132,B
-48.570877,-1.4530411,A
-50.367546,13.128653,D
5.794528,-25.97436,C
-51.626217,13.711979,D
-28.684908,2.0371206,A
14.664176,-32.609245,D
42.289707,-13.957403,A
-50.196472,-9.437039,C
10.174921,-48.502304,B
-34.527298,8.325622,D
-20.75272,6.724389,B
-4.6915317,28.85497,D
-37.016655,10.415985,D
44.246635,-9.53191,D
35.798965,-16.451864,B
-48.320423,13.400718,A
-32.62459,19.942793,D
67.95306,1.4874007,C
-30.828655,11.330944,A
5.7109027,-26.010931,C
22.303785,11.002456,C
-59.349003,4.1025047,D
0.6827363,-25.450846,A
-5.965797,-35.118404,B
-4.0153146,24.189194,B
-26.876308,2.0484228,D
-11.829353,1.9612833,D
-28.644455,41.653465,C
14.695467,-16.103346,D
-18.408388,2.8643932,A
-53.13927,1.9066061,A
-29.329638,11.168543,D
-7.1462765,-3.3417468,C
26.80065,16.28838,A
25.114052,33.657238,B
-3.3206832,-36.488453,D
-49.16381,-26.312347,A
-17.20111,-16.50835,C
5.7982173,-25.973911,C
49.222527,-13.288689,A
42.9599,33.320026,B
64.167404,-2.166912,B
17.725737,23.894773,C
-4.2112565,26.685783,D
22.289782,22.027544,B
45.259144,-2.1705143,A
16.710455,29.710546,A
37.899,-22.845026,D
38.274773,-23.356668,B
35.450153,-10.292433,C
-5.954964,2.3710918,D
45.276966,-1.3203799,A
-55.215435,0.20711379,B
14.237249,7.75105,B
15.183397,1.8655664,B
30.314684,9.19443,D
-20.81585,-13.036783,C
17.830389,-20.534855,B
0.30693367,-49.89547,A
28.598639,5.258096,A
22.409554,-38.48898,D
2.1871104,-44.62452,C
41.25143,-7.849814,A
-2.3928523,-3.6541235,B
-4.0751314,-1.5361582,D
9.984251,-10.90328,D
-2.5286736,-31.919727,A
-32.075607,-21.389036,D
-5.8321695,-21.563942,D
4.715515,39.599033,A
-4.988872,32.99593,B
-33.162052,-12.678561,D
35.422836,-8.282882,A
-36.688972,16.682493,D
38.430107,-8.736116,A
-42.863697,-19.113125,B
-19.439127,25.575638,A
39.859856,-8.946131,D
-48.708984,-30.665445,D
4.1635833,34.53557,D
24.65737,-3.2211454,B
69.223305,0.7249975,C
57.41413,15.954658,C
46.364296,-0.31024587,B
26.096918,1.5638615,B
-53.163776,2.0073333,A
-62.78165,-1.6238388,D
-19.623098,0.00075540226,A
-49.422356,11.984759,B
-11.475897,-5.8979836,D
-59.656616,5.6699023,B
-27.194117,-28.172684,D
-15.084729,30.463648,D
-48.320103,0.65023154,B
57.500423,22.475477,D
-41.062458,-25.432098,A
-11.813515,30.79902,A
-36.980034,10.9187,A
-11.858073,1.9725317,D
7.3367224,-12.417591,D
16.714554,-25.254982,C
-63.721096,-1.0964743,D
-35.671783,25.008385,A
-26.986412,6.847523,A
20.354092,26.376238,A
-29.588247,3.24142,D
-64.524,-4.4569025,C
-35.616966,25.28528,D
56.60049,2.3066366,C
23.431156,0.50229454,B
-1.3689555,-19.096506,B
-40.978924,26.11148,A
21.325762,-5.1915746,D
-39.905502,25.653479,D
22.2534,-36.547646,A
-56.98077,6.6147223,A
22.016102,22.045286,B
-24.863245,-26.198853,B
-33.377705,21.396875,D
41.969387,-26.474321,D
8.712465,-43.84189,A
55.493237,24.993992,D
-29.051596,3.389677,C
-18.450506,2.8940566,B
25.890368,13.3554735,D
-3.9538543,-19.936283,D
-36.45658,15.98686,A
-29.421062,2.4586942,D
-62.481277,-0.98360246,D
-48.59409,-1.6945043,D
-18.280628,31.203072,D
46.687912,-13.695885,C
30.498701,-0.2020476,D
4.934123,-42.34973,A
5.366611,-21.04423,A
53.975243,-2.6530044,A
44.084698,33.694046,A
-0.4394053,-41.019928,B
14.247694,28.878603,A
67.42026,1.182895,A
-0.15886235,-21.11973,D
45.24855,-2.303891,D
-18.540688,4.2526274,A
-63.98945,-4.220304,D
66.621346,10.578604,D
-41.940937,-10.481072,D
-33.958282,-18.257893,D
-35.33071,-14.475929,D
16.32959,-26.588448,A
38.169807,-11.031059,A
44.32112,-16.504917,D
-25.141611,3.3171887,D
32.357407,0.6580345,D
-4.563554,-41.08811,D
-29.557495,-11.5430155,A
-4.5241466,-42.006844,A
2.8655972,-51.40067,C
10.269782,32.803864,D
13.152133,-18.569235,A
-55.39529,-8.671234,D
28.164997,1.2182677,A
4.049657,-45.112045,A
-1.275037,-43.355762,A
24.71919,-3.9271698,A
-26.699646,3.6565418,D
-5.5035744,-18.46792,A
-4.9593906,-26.478582,B
0.59672827,-23.659702,A
-19.58585,0.011174685,A
-63.952446,-2.1332328,D
-49.07072,-2.554988,D
21.051405,-37.732082,A
-62.607628,-2.7275794,D
-46.72509,1.9520755,D
57.158688,23.45857,A
45.659824,28.777933,A
15.5636635,-18.419859,A
42.241776,-14.468077,D
-0.16483544,26.386873,C
-49.79914,13.856576,A
-33.932102,38.665565,C
-34.206753,38.475334,D
36.262127,34.386066,A
23.408556,-8.064372,B
-9.408385,-6.8566694,A
-17.526676,-1.1343836,D
1.6002598,39.369724,C
19.267382,-38.89114,B
-38.2298,-40.461964,B
16.920147,-20.2673,C
20.83887,-38.44714,D
0.4191445,30.091331,C
5.2246437,-13.804312,A
30.77051,16.889751,C
-43.072056,22.992617,A
-34.240215,37.71694,D
-63.59922,-4.622228,D
-47.129333,14.66033,D
55.25927,16.379957,D
0.87345654,29.207233,A
56.92968,15.818701,A
52.06298,-1.9146776,B
13.4731455,36.675674,A
11.079808,-12.801873,B
-1.5171572,-33.572067,C
46.462738,-21.075989,C
26.790426,-7.9375014,C
17.518547,-37.217003,B
4.2290587,34.760513,C
-0.7833001,31.204914,B
27.477436,15.195386,D
16.75808,29.668427,C
-20.859095,43.726326,D
52.426304,-18.980692,C
-49.229126,-24.528921,A
-33.890366,-5.610219,A
31.586891,13.010007,A
-32.371197,6.3668823,D
-36.181488,-30.629288,D
7.507421,40.54625,D
-22.316698,0.24607763,B
-29.274458,-24.761665,B
-34.2244,6.9860497,B
-36.723232,9.269011,D
-45.689003,21.316732,B
45.339123,28.59413,A
-20.909618,20.396381,A
24.329414,-9.086449,A
-14.011923,28.512169,B
8.152546,13.292386,D
18.657478,-32.57891,A
35.381367,7.836062,A
-41.0998,-27.903177,A
17.174128,-42.134453,A
-36.807728,-15.276786,C
13.124876,34.575756,C
7.6462502,-44.88705,A
-23.712946,-4.8257194,D
23.974356,2.9830291,A
19.454855,-39.64348,D
-35.6828,-37.2556,D
3.7442653,-51.45246,A
29.496025,-4.7401466,C
43.059692,33.869118,B
35.973976,25.476202,D
11.896986,-27.075935,D
11.791408,-1.3097697,D
4.216926,-44.255287,C
2.1686313,5.324695,C
-5.9701967,-35.648148,C
8.451435,-0.24154666,A
-5.8039722,-34.259354,B
-33.932087,38.66557,A
-25.36631,-20.460566,D
-23.425987,-6.155563,D
15.449524,-18.305359,B
-33.81241,37.81129,A
-41.137672,-28.711824,A
0.54715383,-31.426247,C
28.461752,38.80279,A
-25.167006,3.101298,A
17.033546,34.62264,C
14.299521,7.695692,C
-20.172647,-1.885626,C
29.08632,4.8402205,C
16.880413,25.660318,A
-16.75062,31.550678,B
17.384806,-24.03233,D
23.12915,-6.6215568,A
-37.550724,-34.190945,D
52.198055,-3.5859914,A
21.386356,-42.054558,C
-31.796339,-7.3606706,D
-1.5361835,-4.9353313,D
50.174263,0.9047739,C
-24.174486,-16.23224,D
-28.83995,-27.182257,D
68.011444,12.540888,D
-21.650658,42.005116,D
48.748535,-9.089209,D
-19.53921,45.926826,D
-60.152775,5.6043606,C
-52.361355,-11.673702,D
-21.144083,-29.889454,A
-13.456945,-25.1367,D
-34.841476,27.708187,C
-22.290787,0.21823163,D
-21.308138,43.323833,A
-54.636013,-7.1628504,A
-21.230896,0.11206511,A
-50.529545,12.493844,A
-38.7629,27.925774,A
-17.327974,3.8273807,D
3.6618898,-51.820652,B
-49.33386,-26.41176,D
21.316954,-23.359245,B
22.418228,11.031647,A
-31.223309,2.0913677,A
38.046783,-10.958125,D
-0.5440568,-30.550165,D
-1.2061758,-42.7546,D
29.919771,-0.9247122,A
-13.757645,-15.503591,A
55.787666,22.218243,A
-0.09052823,-32.447163,B
23.312782,-9.471695,A
16.47806,6.663184,C
-35.631718,-37.65041,C
12.251995,-26.24928,A
41.61087,-22.134773,C
66.817444,12.10442,A
-20.3378,-17.582104,C
-36.23609,-9.770701,D
32.460064,13.464434,A
2.479569,-50.40964,D
2.8655972,-51.40067,A
27.596888,11.6890955,A
37.37986,35.10668,A
-60.14625,3.150122,D
20.406569,-36.33253,B
48.590668,-12.855569,C
20.863949,22.655718,C
-40.878044,-37.6328,D
3.972588,-49.78569,B
-19.376354,28.529274,D
-49.761135,-27.610811,B
-4.4822154,26.262583,D
46.81256,-22.47197,D
-40.8118,-38.41506,C
-54.18527,-17.391903,A
-55.14255,-12.002914,B
47.523914,-14.7092085,A
7.887565,-13.32942,D
12.535751,-25.7812,D
11.077946,25.497944,D
-4.283809,-40.5556,B
-32.462696,-21.63239,D
-0.42372343,-29.364832,A
17.649862,1.150567,C
46.305885,-21.793356,D
18.518871,-38.01826,B
-44.141945,-28.784555,D
69.72438,11.535587,C
-22.641504,21.292336,D
-40.878044,-37.6328,B
29.187706,16.001125,A
0.8493987,-30.084253,B
5.153939,40.158916,C
-4.7321353,-42.973434,A
1.2484372,-27.825035,C
-18.833643,41.94706,A
36.01168,29.661913,C
-33.577442,-8.341836,A
35.984444,36.175915,D
13.144437,33.63884,A
-33.97855,12.203124,D
32.52642,36.562527,A
-57.451687,7.21073,D
38.94625,13.369996,D
28.170153,14.808714,B
37.73113,33.8584,D
6.1929445,1.4516667,A
36.113846,-16.222973,B
-2.33171,-24.695194,D
37.652344,35.396946,A
20.58709,-31.675241,A
49.06518,0.20753364,D
-26.245968,-19.483706,D
-9.388883,1.7260594,D
21.70066,-30.769823,D
18.04542,-19.017414,C
16.106096,-20.665636,A
-36.783592,-31.639778,A
-55.32748,-8.547612,D
1.3382846,28.732044,B
5.0407324,-52.840763,A
66.099594,-0.047284305,A
30.724197,6.7710233,C
33.68823,4.6499996,A
-13.700199,29.77721,B
46.654774,-21.806116,B
38.753227,12.692735,A
22.286533,-36.815243,B
-60.144337,5.6183963,D
-41.27968,26.572556,A
31.47566,0.24209863,B
-12.135053,28.716953,A
-43.88296,-22.273308,B
33.69105,11.004318,C
-52.728664,-12.748803,B
-4.0438395,26.609568,B
-32.75817,-21.662252,A
5.6481156,-5.4278083,C
-39.477535,22.426863,D
-13.918011,28.38423,D
-59.730003,-9.708161,A
-6.6827364,-41.780052,A
11.762978,-48.07199,D
17.079409,8.7075405,B
-1.8642212,25.80469,A
4.3627543,-50.812374,B
48.845467,18.763336,C
17.682419,-37.397713,D
-20.963364,43.42521,A
14.390007,28.979122,C
-15.440865,33.762707,B
53.59059,-2.828517,B
-54.076702,1.0103625,D
-53.95547,0.924108,A
27.421867,-7.7718964,B
33.69243,35.371407,C
32.521915,34.97875,C
5.4318943,40.822685,A
58.029907,16.12478,A
39.15572,28.62087,B
-56.252163,-13.45441,A
44.391697,-9.698791,C
20.169918,32.319904,A
-23.178549,28.595665,C
34.48601,25.57497,B
32.675735,38.242546,B
41.99853,34.015667,D
38.694107,-4.7057767,D
17.835085,-31.815392,A
46.045776,-14.572484,D
63.45227,17.122894,C
-25.502945,32.93118,C
32.619194,34.80739,A
-43.873615,-31.193392,C
1.3231766,-4.965757,B
57.158833,23.457922,A
25.280045,29.773771,C
5.4816885,9.284258,A
24.722776,-3.2379322,A
27.244478,35.18812,A
58.496414,22.008041,D
-43.848625,-23.227427,D
8.977017,35.842575,B
52.28291,-18.305578,C
-63.683727,-2.2985,D
-48.522858,-1.3460915,B
-53.01301,8.440105,D
-18.69405,-28.831375,A
-26.8454,7.470048,D
32.037994,-1.373857,C
-17.874369,-18.711275,A
-17.959612,-1.2310672,D
30.53015,0.55898404,A
-56.985348,6.612207,B
-19.09758,-3.8208108,D
52.825214,-4.544579,A
9.044078,35.62604,D
46.144394,18.775974,C
46.654774,-21.806116,B
-35.60822,-37.831913,B
14.655524,-16.187689,B
-0.71455395,-34.58954,C
-34.6787,0.09657204,C
37.410988,-15.543561,B
30.441513,15.856751,D
-15.394263,31.99732,A
-4.2435536,-23.0859,A
-20.367851,44.7427,C
20.766361,-37.179775,C
-29.668125,-25.851944,A
-31.834476,9.044837,D
66.0378,11.201636,C
-13.468058,-20.874813,D
52.862087,3.4624608,A
15.896544,35.583054,C
52.641087,-3.2760878,A
43.56769,-21.477842,D
-20.915186,-23.925306,D
42.555298,-20.981384,A
-54.1006,-6.0437922,D
-31.554138,-8.470198,A
-53.394016,-5.451422,D
29.455576,16.14817,A
-34.883667,-14.185581,A
-1.534153,-34.358536,B
-29.54641,-11.519864,A
-21.672203,44.048286,D
37.39438,33.465115,B
20.364613,-23.957464,B
15.924211,-36.797207,B
-26.947052,-1.8269994,B
-36.699417,-13.0011835,A
-27.051546,28.877554,D
40.949333,-19.158648,C
24.399773,-10.340043,C
-28.671667,2.2550697,A
-27.402657,2.7650514,D
-21.774618,-24.660616,C
-3.8917139,23.765512,C
-32.729218,28.413885,D
0.9100966,-30.838768,A
-27.627918,3.276465,A
-47.82824,0.8127794,D
-28.880995,-27.666096,D
-40.088593,25.664597,B
-20.28064,-17.203785,A
-26.821499,-28.228125,C
33.581192,31.288488,C
-26.473251,38.70945,A
